"Pais","Sigla","Clima_Predominante","Municipio","Codigo ibge Municipio","tipo de solo predominante","semente_ideal_solo","ph_min_solo","ph_max_solo","Desc","Espaçamento Min (cm) entre mudas","Espaçamento Max (cm)","Tempo de Crescimento (dias)","Umidade Ideal (%)","Despesa","Lucro","qtdProduzidaPé","Estação","Valor entre 0 e 1"
"Brasil","AC","Equatorial","Tarauacá","1200614","Argissolos Vermelhos ","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","175"
"Brasil","AC","Equatorial","Tarauacá","1200615","Argissolos Vermelhos ","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","176"
"Brasil","AC","Equatorial","Tarauacá","1200616","Argissolos Vermelhos ","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","177"
"Brasil","AC","Equatorial","Tarauacá","1200617","Argissolos Vermelhos ","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","178"
"Brasil","AC","Equatorial","Tarauacá","1200619","Argissolos Vermelhos ","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","179"
"Brasil","AC","Equatorial","Tarauacá","1200620","Argissolos Vermelhos ","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","180"
"Brasil","AC","Equatorial","Tarauacá","1200621","Argissolos Vermelhos ","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","181"
"Brasil","AC","Equatorial","Tarauacá","1200622","Argissolos Vermelhos ","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","182"
"Brasil","AC","Equatorial","Tarauacá","1200623","Argissolos Vermelhos ","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","183"
"Brasil","AC","Equatorial","Tarauacá","1200624","Argissolos Vermelhos ","Graviola","5.5","6.4","A semente de graviola (Annona muricata) é usada para cultivar árvores que produzem frutos grandes e tropicais com polpa doce e suculenta. A graviola é valorizada por seu sabor único e é consumida fresca ou usada na fabricação de produtos.","200","300","6-8 meses","70-80","39.00","1.00","45","Inverno","184"
"Brasil","AC","Equatorial","Tarauacá","1200625","Argissolos Vermelhos ","Coco","5.5","6.4","Indisponivel","10","15","90-120","50-60","25.60","5.00","7","Verão","185"
"Brasil","AC","Equatorial","Tarauacá","1200626","Argissolos Vermelhos ","Maracujá ","5.5","6.4","A semente de maracujá (Passiflora edulis) é usada para cultivar plantas trepadeiras que produzem frutos com polpa suculenta e sementes comestíveis. Os maracujás são frequentemente usados para fazer sucos e sobremesas.","100","150","1-2 anos","70-80","120.50","2.50","190","Verão","186"
"Brasil","AC","Equatorial","Tarauacá","1200627","Argissolos Vermelhos ","Abacate","5.5","6.4","A semente de abacate (Persea americana) é usada para cultivar árvores que produzem frutos cremosos e ricos em gordura. Os abacates são consumidos frescos e são uma fonte de gorduras saudáveis.","300","400","3-5 anos (para frutificação)","60-70","25.50","120.00","50","Verão","187"
"Brasil","AC","Equatorial","Tarauacá","1200628","Argissolos Vermelhos ","Banana","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","13.00","0.66","179","Verão","188"
"Brasil","AC","Equatorial","Tarauacá","1200629","Argissolos Vermelhos ","Amendoim","5.5","6.4","A semente de amendoim (Arachis hypogaea) é usada para cultivar plantas que produzem vagens subterrâneas contendo amendoins comestíveis. Os amendoins são ricos em proteínas e são consumidos torrados, crus ou em forma de manteiga.","20","30","120-150","50-60","0.35","0.60","30","Primavera","189"
"Brasil","AC","Equatorial","Tarauacá","1200630","Argissolos Vermelhos ","Hortelã","5.5","6.4","A semente de hortelã (Mentha spp.) é usada para cultivar plantas aromáticas e culinárias. A hortelã é usada em chás, sobremesas e outros pratos.","20","30","60-90","50-60","3.50","0.60","7","Inverno","190"
"Brasil","AC","Equatorial","Tarauacá","1200631","Argissolos Vermelhos ","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","191"
"Brasil","AC","Equatorial","Senador Guiomard","1200450","Argissolo Vermelho-Amarelo ","Goiaba","5.5","6.4","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","192"
"Brasil","AC","Equatorial","Senador Guiomard","1200451","Argissolo Vermelho-Amarelo ","Lichia","5.5","6.4","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","168","Primavera","193"
"Brasil","AC","Equatorial","Senador Guiomard","1200452","Argissolo Vermelho-Amarelo ","Rúcula","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","194"
"Brasil","AC","Equatorial","Senador Guiomard","1200453","Argissolo Vermelho-Amarelo ","Alface","5.5","6.4","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","195"
"Brasil","AC","Equatorial","Senador Guiomard","1200454","Argissolo Vermelho-Amarelo ","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","196"
"Brasil","AC","Equatorial","Senador Guiomard","1200455","Argissolo Vermelho-Amarelo ","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","197"
"Brasil","AC","Equatorial","Senador Guiomard","1200456","Argissolo Vermelho-Amarelo ","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","198"
"Brasil","AC","Equatorial","Senador Guiomard","1200457","Argissolo Vermelho-Amarelo ","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","199"
"Brasil","AC","Equatorial","Senador Guiomard","1200459","Argissolo Vermelho-Amarelo ","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","200"
"Brasil","AC","Equatorial","Senador Guiomard","1200460","Argissolo Vermelho-Amarelo ","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","201"
"Brasil","AC","Equatorial","Senador Guiomard","1200461","Argissolo Vermelho-Amarelo ","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","202"
"Brasil","AC","Equatorial","Senador Guiomard","1200462","Argissolo Vermelho-Amarelo ","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","203"
"Brasil","AC","Equatorial","Senador Guiomard","1200463","Argissolo Vermelho-Amarelo ","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","204"
"Brasil","AC","Equatorial","Sena Madureira","1200500","Argissolo Vermelho-Amarelo ","Goiaba","5.5","6.4","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","205"
"Brasil","AC","Equatorial","Sena Madureira","1200501","Argissolo Vermelho-Amarelo ","Lichia","5.5","6.4","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","169","Primavera","206"
"Brasil","AC","Equatorial","Sena Madureira","1200502","Argissolo Vermelho-Amarelo ","Rúcula","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","207"
"Brasil","AC","Equatorial","Sena Madureira","1200503","Argissolo Vermelho-Amarelo ","Alface","5.5","6.4","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","208"
"Brasil","AC","Equatorial","Sena Madureira","1200504","Argissolo Vermelho-Amarelo ","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","209"
"Brasil","AC","Equatorial","Sena Madureira","1200505","Argissolo Vermelho-Amarelo ","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","210"
"Brasil","AC","Equatorial","Sena Madureira","1200506","Argissolo Vermelho-Amarelo ","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","211"
"Brasil","AC","Equatorial","Sena Madureira","1200507","Argissolo Vermelho-Amarelo ","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","212"
"Brasil","AC","Equatorial","Sena Madureira","1200509","Argissolo Vermelho-Amarelo ","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","213"
"Brasil","AC","Equatorial","Sena Madureira","1200510","Argissolo Vermelho-Amarelo ","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","214"
"Brasil","AC","Equatorial","Sena Madureira","1200511","Argissolo Vermelho-Amarelo ","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","215"
"Brasil","AC","Equatorial","Sena Madureira","1200512","Argissolo Vermelho-Amarelo ","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","216"
"Brasil","AC","Equatorial","Sena Madureira","1200513","Argissolo Vermelho-Amarelo ","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","217"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200435","Argissolo Vermelho-Amarelo","Goiaba","5.5","6.4","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","218"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200436","Argissolo Vermelho-Amarelo","Lichia","5.5","6.4","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","170","Primavera","219"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200437","Argissolo Vermelho-Amarelo","Rúcula","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","220"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200438","Argissolo Vermelho-Amarelo","Alface","5.5","6.4","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","221"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200439","Argissolo Vermelho-Amarelo","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","222"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200440","Argissolo Vermelho-Amarelo","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","223"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200441","Argissolo Vermelho-Amarelo","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","224"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200442","Argissolo Vermelho-Amarelo","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","225"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200444","Argissolo Vermelho-Amarelo","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","226"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200445","Argissolo Vermelho-Amarelo","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","227"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200446","Argissolo Vermelho-Amarelo","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","228"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200447","Argissolo Vermelho-Amarelo","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","229"
"Brasil","AC","Equatorial","Santa Rosa do Purus","1200448","Argissolo Vermelho-Amarelo","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","230"
"Brasil","AC","Equatorial","Rio Branco","1200401","Podzol Luvissólico","Goiaba","0.1","10.9","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","231"
"Brasil","AC","Equatorial","Rio Branco","1200402","Podzol Luvissólico","Lichia","0.1","10.9","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","171","Primavera","232"
"Brasil","AC","Equatorial","Rio Branco","1200403","Podzol Luvissólico","Rúcula","0.1","10.9","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","233"
"Brasil","AC","Equatorial","Rio Branco","1200404","Podzol Luvissólico","Alface","0.1","10.9","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","234"
"Brasil","AC","Equatorial","Rio Branco","1200405","Podzol Luvissólico","Cupuaçu","0.1","10.9","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","235"
"Brasil","AC","Equatorial","Rio Branco","1200406","Podzol Luvissólico","Açai","0.1","10.9","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","236"
"Brasil","AC","Equatorial","Rio Branco","1200407","Podzol Luvissólico","Escarola","0.1","10.9","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","237"
"Brasil","AC","Equatorial","Rio Branco","1200408","Podzol Luvissólico","Jaca","0.1","10.9","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","238"
"Brasil","AC","Equatorial","Rio Branco","1200410","Podzol Luvissólico","Manga","0.1","10.9","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","239"
"Brasil","AC","Equatorial","Rio Branco","1200411","Podzol Luvissólico","Tamarindo","0.1","10.9","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","240"
"Brasil","AC","Equatorial","Rio Branco","1200412","Podzol Luvissólico","Pimenta ","0.1","10.9","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","241"
"Brasil","AC","Equatorial","Rio Branco","1200413","Podzol Luvissólico","Limão","0.1","10.9","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","242"
"Brasil","AC","Equatorial","Rio Branco","1200414","Podzol Luvissólico","Agrião","0.1","10.9","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","243"
"Brasil","AC","Equatorial","Porto Acre","1200807","Argissolo Vermelho-Amarelo","Goiaba","5.5","6.4","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","244"
"Brasil","AC","Equatorial","Porto Acre","1200808","Argissolo Vermelho-Amarelo","Lichia","5.5","6.4","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","172","Primavera","245"
"Brasil","AC","Equatorial","Porto Acre","1200809","Argissolo Vermelho-Amarelo","Rúcula","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","246"
"Brasil","AC","Equatorial","Porto Acre","1200810","Argissolo Vermelho-Amarelo","Alface","5.5","6.4","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","247"
"Brasil","AC","Equatorial","Porto Acre","1200811","Argissolo Vermelho-Amarelo","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","248"
"Brasil","AC","Equatorial","Porto Acre","1200812","Argissolo Vermelho-Amarelo","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","249"
"Brasil","AC","Equatorial","Porto Acre","1200813","Argissolo Vermelho-Amarelo","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","250"
"Brasil","AC","Equatorial","Plácido de Castro","1200385","Argissolo Vermelho-Amarelo Distrófico","Jaca","5.5","6.4","A semente de jaca (Artocarpus heterophyllus) é usada para cultivar árvores que produzem frutos grandes e com polpa suculenta. A jaca é apreciada por seu sabor doce e é consumida em diversas preparações culinárias.","300","400","6-8 meses","60-70","100","11.00","12","Verão","251"
"Brasil","AC","Equatorial","Plácido de Castro","1200387","Argissolo Vermelho-Amarelo Distrófico","Manga","5.5","6.4","A semente de manga (Mangifera indica) é usada para cultivar árvores que produzem frutos suculentos e doces em uma variedade de cores e sabores. As mangas são apreciadas em todo o mundo e podem ser consumidas frescas ou processadas.","300","400","5-10 anos","70-80","150","2.00","70","Primavera","252"
"Brasil","AC","Equatorial","Plácido de Castro","1200388","Argissolo Vermelho-Amarelo Distrófico","Tamarindo","5.5","6.4","A semente de tamarindo (Tamarindus indica) é usada para cultivar árvores que produzem vagens com polpa ácida e doce. O tamarindo é amplamente usado em culinária e também é transformado em pasta para uso culinário.","300","400","5-8 anos","60-80","120.00","0.90","200","Inverno","253"
"Brasil","AC","Equatorial","Plácido de Castro","1200389","Argissolo Vermelho-Amarelo Distrófico","Pimenta ","5.5","6.4","A semente de pimenta (Capsicum annuum) é usada para cultivar plantas que produzem frutos de diversas cores e sabores, desde suaves até picantes.","30","45","75-100","60-70","3.00","0.30","75","Verão","254"
"Brasil","AC","Equatorial","Plácido de Castro","1200390","Argissolo Vermelho-Amarelo Distrófico","Limão","5.5","6.4","Indisponivel","200","300","6-9 meses (para frutificação)","70-80","120.60","0.12","50","Verão","255"
"Brasil","AC","Equatorial","Plácido de Castro","1200391","Argissolo Vermelho-Amarelo Distrófico","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","256"
"Brasil","AC","Equatorial","Epitaciolândia","1200252","Argissolo Vermelho-Amarelo ","Agrião","5.5","6.4","A semente de agrião (Nasturtium officinale) é usada para cultivar folhas verdes e picantes. O agrião é consumido em saladas e também tem propriedades medicinais.","10","15","30-40","50-70","0.05","3.00","1","Primavera","257"
"Brasil","AC","Equatorial","Feijó","1200302","Argissolo Vermelho-Amarelo ","Goiaba","5.5","6.4","A semente de goiaba (Psidium guajava) é usada para cultivar árvores que produzem frutas aromáticas e repletas de vitamina C. As goiabas são consumidas frescas, em sucos e outros produtos.","300","400","3-4 anos","60-80","19.66","1.22","30","Outono","258"
"Brasil","AC","Equatorial","Plácido de Castro","1200385","Argissolo Vermelho-Amarelo Distrófico","Lichia","5.5","6.4","A semente de lichia (Litchi chinensis) é usada para cultivar árvores que produzem frutos pequenos e suculentos. As lichias são consumidas frescas e são apreciadas por seu sabor doce e refrescante.","300","400","3-5 anos","60-70","70.00","0.39","173","Primavera","259"
"Brasil","AC","Equatorial","Epitaciolândia","1200253","Argissolo Vermelho-Amarelo ","Rúcula","5.5","6.4","A semente de banana (Musa spp.) é usada para cultivar plantas tropicais que produzem cachos de frutos doces e ricos em potássio. As bananas são consumidas frescas e são uma importante fonte de energia.","250","350","9-12 meses","60-70","4.50","3.00","2","Outono","260"
"Brasil","AC","Equatorial","Feijó","1200303","Argissolo Vermelho-Amarelo ","Alface","5.5","6.4","A semente de alface (Lactuca sativa) é usada para cultivar plantas de folhas verdes e crocantes. A alface é consumida fresca em saladas e é uma parte essencial de muitos pratos.","10","15","40-60","50-70","2.00","2.90","1","Primavera","261"
"Brasil","AC","Equatorial","Plácido de Castro","1200386","Argissolo Vermelho-Amarelo Distrófico","Cupuaçu","5.5","6.4","A semente de cupaçu (Syzygium aromaticum) é usada para cultivar árvores que produzem botões florais conhecidos como cupula.","200","300","180-240","70-80","2.30","3.00","1","Primavera","262"
"Brasil","AC","Equatorial","Epitaciolândia","1200254","Argissolo Vermelho-Amarelo ","Açai","5.5","6.4","A semente de açaí (Euterpe oleracea) é usada para cultivar palmeiras que produzem pequenos frutos escuros, conhecidos por suas propriedades antioxidantes. O açaí é frequentemente usado para fazer smoothies e tigelas de açaí. ","300","400","3-5 anos","70-80","120","0.60","200","Verão","263"
"Brasil","AC","Equatorial","Feijó","1200304","Argissolo Vermelho-Amarelo ","Escarola","5.5","6.4","Indisponivel","15","20","40-50","50-60","12.00","0.39","48","Primavera","264"
